order_id,customer_name,gender,age,city,state,order_date,product,category,quantity,unit_price,payment_mode,delivery_status,rating,returned
80,Judy Gonzalez,F,22,Ahmedabad,Rajasthan,04-28-2024,Printer,Electronics,3,29999,Cash,Delivered,8,
81,Rachel Garcia,F,-5,Ahmedabad,,2024-02-27,Laptop,Electronics,1,1499,Crypto,Cancelled,-1,False
82,Karen Richardson,Male,30,Mumbai,Karnataka,17/11/2023,Headphones,,2,29999,,,3,True
83,Brittany Stevens,Female,41,Bengaluru,Rajasthan,05-13-2024,Keyboard,Accessories,-2,-500,UPI,Pending,3,False
84,Kristen Gray,Female,-5,Mumbai,Karnataka,2024-04-29,Phone,Electronics,3,-500,,,4,False
85,,M,30,Bengaluru,Karnataka,10/10/2023,Mouse,Accessories,2,599,Cash,,5,
86,Jeffrey Evans,Unknown,41,Bengaluru,Karnataka,05-17-2023,Laptop,Electronics,0,1499,,,5,False
87,,M,41,Delhi,Delhi,2023-10-10,Printer,Electronics,-2,-500,Card,,3,False
88,Austin Clark,M,-5,Delhi,Gujarat,17/01/2024,Headphones,Accessories,1,1499,Crypto,Cancelled,3,False
89,Jeffrey Lawrence,Male,30,Ahmedabad,Delhi,02-21-2023,Headphones,Accessories,1,-500,Cash,Cancelled,-1,
90,John Pugh,Unknown,150,Ahmedabad,Maharashtra,2023-07-23,Phone,Electronics,0,599,Crypto,Delivered,4,
91,Stacy Sutton,Female,,Jaipur,Gujarat,17/12/2023,Monitor,Electronics,1,599,,Pending,5,True
92,Kathryn Wagner,Male,41,Mumbai,Maharashtra,01-24-2023,Tablet,Electronics,0,1499,Card,,-1,
93,Jennifer Moore,Female,30,,Rajasthan,2024-02-10,Mouse,Accessories,-2,-500,Crypto,Pending,8,
94,Daniel Wilson,M,41,Ahmedabad,Maharashtra,15/03/2023,Keyboard,Accessories,1,-500,Cash,Pending,3,False
95,Robert Collins,F,41,Ahmedabad,Maharashtra,04-28-2024,Tablet,Electronics,0,29999,Card,,,False
96,Henry Powers,M,150,Mumbai,Karnataka,2023-02-24,Keyboard,Accessories,3,29999,UPI,,5,True
97,Edward Reynolds,F,-5,Mumbai,Delhi,17/10/2023,Laptop,Electronics,-2,29999,Card,Pending,-1,False
98,Christopher Cantrell,Male,22,Mumbai,Gujarat,12-14-2023,Mouse,Accessories,1,29999,,Pending,3,False
99,Tammy Campbell,Female,30,Delhi,Karnataka,2023-06-17,Printer,Electronics,3,29999,Card,Cancelled,8,False
100,Leslie English,Male,-5,Jaipur,Delhi,18/01/2024,Tablet,Electronics,2,-500,Crypto,Cancelled,3,False
101,Albert Dixon,F,22,Ahmedabad,Maharashtra,01-08-2023,Monitor,Electronics,3,-500,,Cancelled,3,
102,,Male,150,Bengaluru,Maharashtra,2023-04-30,Headphones,Accessories,-2,1499,,Delivered,8,
103,Vincent Stokes PhD,Male,30,Jaipur,Rajasthan,04/06/2023,Printer,Electronics,3,-500,UPI,Delivered,4,
104,Ashley Bishop,M,,Mumbai,Karnataka,03-11-2023,Printer,Electronics,0,1499,,Delivered,8,
105,Pamela Harrell,Male,41,Delhi,Gujarat,2023-07-28,Monitor,Electronics,0,1499,Cash,Delivered,5,
106,Cassandra Black,Male,-5,Mumbai,Delhi,06/04/2024,Tablet,Electronics,1,-500,UPI,Pending,-1,True
107,Wendy West,Female,30,Bengaluru,Delhi,01-26-2023,Tablet,Electronics,1,1499,Crypto,Pending,4,False
108,Brianna Miller,F,22,Mumbai,,2024-02-01,Mouse,Accessories,2,1499,Crypto,Cancelled,4,True
109,Melissa Shelton,Female,22,Mumbai,Delhi,05/12/2023,Laptop,Electronics,-2,29999,UPI,Pending,5,True
110,Maria Russo,F,22,Jaipur,Gujarat,03-06-2023,Printer,Electronics,0,29999,Crypto,Delivered,8,
111,Charles Lucas,F,41,Ahmedabad,Rajasthan,2023-04-24,,Electronics,1,-500,,,3,False
112,Martha Crawford,Male,22,Mumbai,Karnataka,31/12/2023,Headphones,Accessories,2,599,Card,Cancelled,-1,
113,Jacob Campbell,M,150,Bengaluru,Maharashtra,10-27-2023,Tablet,Electronics,0,-500,UPI,Delivered,-1,
114,Christopher Duran,M,-5,Delhi,Gujarat,2024-03-19,Keyboard,Accessories,3,-500,,,,
115,Christopher Gallagher,M,41,Mumbai,Maharashtra,18/02/2023,Tablet,Electronics,2,-500,UPI,Delivered,3,True
116,,Unknown,30,Bengaluru,Rajasthan,08-10-2023,Phone,Electronics,-2,29999,,Delivered,8,False
117,Reginald Armstrong DDS,Male,,Mumbai,Karnataka,2024-03-23,Printer,Electronics,3,29999,UPI,Pending,4,
118,Erik Johnson,Male,41,Bengaluru,Maharashtra,04/09/2023,Keyboard,Accessories,1,29999,Crypto,Pending,8,
119,,F,41,Jaipur,Delhi,05-13-2024,Laptop,Electronics,3,29999,Cash,Cancelled,3,True
120,Stephanie Jones,F,-5,Jaipur,Delhi,2024-03-21,Mouse,Accessories,1,599,,Pending,8,False
121,Laura Ford,Female,41,Mumbai,Maharashtra,21/08/2023,Tablet,Electronics,-2,599,UPI,Pending,4,
122,Melissa Tapia,Unknown,-5,Ahmedabad,Gujarat,01-26-2023,Phone,Electronics,-2,-500,,Cancelled,4,
123,Jerry Perez,M,22,Mumbai,Karnataka,2023-02-28,Tablet,,0,29999,UPI,Pending,8,
124,Melissa Ryan,Female,41,,Delhi,29/01/2023,Laptop,Electronics,2,29999,Cash,Cancelled,3,True
125,William Bates,Female,30,Ahmedabad,Karnataka,09-12-2023,Printer,Electronics,2,29999,UPI,,3,False
126,Amy Henry,Male,41,Bengaluru,Gujarat,2023-01-10,Headphones,Accessories,-2,-500,,,5,True
127,Andrew Brady,Unknown,30,Bengaluru,Gujarat,27/07/2023,Laptop,Electronics,3,599,,Delivered,4,False
128,Lisa Sanchez,F,22,Ahmedabad,Maharashtra,10-29-2023,Printer,Electronics,3,1499,Cash,Pending,3,
129,Ryan Hamilton,F,150,Delhi,Maharashtra,2023-11-21,Phone,Electronics,3,1499,Card,Delivered,4,False
130,Christina Scott,F,,Delhi,Rajasthan,12/04/2023,Mouse,Accessories,2,-500,,,-1,
131,Kelly Williams,Unknown,30,Ahmedabad,Rajasthan,11-22-2023,Tablet,Electronics,0,-500,,Cancelled,5,
132,Pamela Wright,F,22,Mumbai,Gujarat,2023-01-29,Tablet,Electronics,0,599,UPI,Cancelled,5,True
133,Kathleen Friedman,F,150,Bengaluru,Gujarat,27/11/2023,Phone,Electronics,0,599,,Pending,,False
134,Michael Wade,F,30,Jaipur,Gujarat,11-06-2023,Headphones,Accessories,1,29999,,Delivered,-1,
135,Christina Cooper,Female,-5,Ahmedabad,,2023-03-30,Laptop,Electronics,-2,1499,Cash,Cancelled,5,False
136,,F,22,Mumbai,Rajasthan,29/07/2023,Tablet,Electronics,3,599,Crypto,,5,False
137,Justin Brown,Unknown,22,Bengaluru,Delhi,01-06-2024,Mouse,Accessories,3,29999,,,4,
138,Kimberly Hampton,Unknown,150,Ahmedabad,Maharashtra,2023-12-29,Phone,Electronics,2,599,,,-1,False
139,Linda Ford,Unknown,30,Delhi,Maharashtra,10/01/2023,Tablet,Electronics,0,1499,Card,Pending,4,True
140,Sean Oconnor,F,150,Bengaluru,Rajasthan,06-01-2023,Phone,Electronics,3,1499,Crypto,,4,True
141,Jack Schwartz,M,22,Ahmedabad,Maharashtra,2023-04-03,Mouse,Accessories,2,-500,Crypto,Cancelled,8,True
142,Brent Jones,Unknown,-5,Delhi,Maharashtra,01/10/2023,Keyboard,Accessories,-2,-500,,Cancelled,8,
143,David Hunter,Female,,Delhi,Karnataka,09-28-2023,Printer,Electronics,2,29999,UPI,,5,
144,Randy Walker,F,22,Mumbai,Rajasthan,2024-04-23,Phone,Electronics,2,29999,,Pending,8,True
145,,M,41,Jaipur,Gujarat,29/04/2024,Keyboard,Accessories,1,-500,Crypto,Cancelled,4,False
146,Joshua Sanchez,Female,22,Mumbai,Rajasthan,02-11-2023,Tablet,Electronics,3,1499,Card,Delivered,5,False
147,Joshua Martin,M,-5,Bengaluru,Rajasthan,2023-12-23,Mouse,Accessories,1,599,Cash,Pending,4,
148,Nancy Rice,Male,41,Delhi,Maharashtra,26/04/2024,,Electronics,1,599,Card,,-1,False
149,Kevin Miller,M,150,Bengaluru,Rajasthan,02-02-2023,Phone,Electronics,-2,1499,,Pending,5,False
150,Jennifer Adams,Female,150,Ahmedabad,Delhi,2023-01-01,Tablet,Electronics,1,29999,UPI,Delivered,8,False
151,Joshua Rice,Unknown,41,Jaipur,Maharashtra,23/01/2023,Printer,Electronics,1,29999,Card,Delivered,-1,
152,Danielle Lewis,Female,22,Mumbai,Karnataka,01-23-2024,Tablet,Electronics,3,1499,,,,
153,,Female,22,Ahmedabad,Rajasthan,2023-09-03,Mouse,Accessories,3,1499,UPI,Pending,3,False
154,Diane Sparks,F,-5,Bengaluru,Gujarat,22/04/2024,Monitor,Electronics,3,599,,Pending,5,False
155,Heather Marshall,Unknown,41,,Rajasthan,03-17-2024,Laptop,Electronics,3,-500,,,8,False
156,Desiree Anderson,M,,Ahmedabad,Maharashtra,2024-05-13,Mouse,Accessories,-2,29999,UPI,,3,False
157,Jeremy Martinez,F,41,Mumbai,Rajasthan,05/11/2023,Mouse,Accessories,1,29999,,Cancelled,5,False
158,Sara Hernandez,Female,-5,Mumbai,Gujarat,11-05-2023,Printer,Electronics,1,29999,Crypto,,5,
159,Anthony Short,Male,-5,Mumbai,Karnataka,2024-02-10,Laptop,Electronics,2,599,Card,,3,True
160,James Barber,Unknown,41,Ahmedabad,Karnataka,04/02/2023,Keyboard,Accessories,1,1499,,,5,False
161,Manuel Weeks,F,30,Bengaluru,Maharashtra,08-16-2023,Phone,Electronics,0,29999,,Cancelled,4,True
162,Andrew George,M,150,Ahmedabad,,2023-01-14,Mouse,Accessories,-2,599,Cash,Cancelled,8,True
163,Seth Mcintyre,M,30,Jaipur,Delhi,10/11/2023,Monitor,Electronics,1,-500,Card,,3,
164,Paul Briggs,Unknown,22,Bengaluru,Karnataka,05-10-2024,Tablet,,3,29999,Card,Pending,5,
165,Joseph Cardenas,Female,30,Delhi,Gujarat,2023-04-25,Phone,Electronics,1,29999,Crypto,Cancelled,8,
166,Katelyn Walker,Male,41,Ahmedabad,Gujarat,08/03/2023,Phone,Electronics,-2,-500,,Delivered,4,False
167,Johnny Todd,M,-5,Bengaluru,Maharashtra,11-25-2023,Phone,Electronics,2,1499,Card,,-1,True
168,Laura Bates,F,30,Mumbai,Delhi,2024-03-01,Phone,Electronics,2,29999,,Pending,5,
169,Amanda Kim,Male,,Mumbai,Delhi,03/04/2024,Monitor,Electronics,-2,29999,Card,Cancelled,-1,
170,,F,150,Delhi,Delhi,02-17-2023,Mouse,Accessories,-2,29999,Crypto,Delivered,3,True
171,Keith Roberson,Female,150,Ahmedabad,Karnataka,2023-01-24,Monitor,Electronics,1,-500,,Cancelled,,
172,Caitlyn Figueroa,M,30,Ahmedabad,Maharashtra,04/05/2024,Monitor,Electronics,0,599,,Delivered,4,False
173,Roy Martinez,M,30,Mumbai,Karnataka,08-01-2023,Headphones,Accessories,2,29999,,Cancelled,5,False
174,,F,150,Jaipur,Maharashtra,2023-03-08,Tablet,Electronics,2,-500,UPI,Cancelled,8,True
175,Nicholas Wilson,Male,41,Ahmedabad,Karnataka,14/03/2023,Phone,Electronics,0,1499,Card,Cancelled,-1,
176,Christina Burnett,Female,-5,Bengaluru,Gujarat,06-10-2023,Keyboard,Accessories,0,29999,,Delivered,3,False
177,Raymond Small,Female,30,Bengaluru,Maharashtra,2023-09-16,Headphones,Accessories,1,599,Cash,,-1,
178,Mary Velez,Unknown,150,Jaipur,Rajasthan,11/12/2023,Headphones,Accessories,0,1499,Cash,Cancelled,8,False
179,Susan Peters,Male,150,Bengaluru,Delhi,01-24-2023,Printer,Electronics,3,29999,UPI,,-1,False
180,Tanya Warner,F,150,Jaipur,Delhi,2024-01-27,Monitor,Electronics,1,-500,Cash,Cancelled,-1,False
181,Heidi Singh,Female,150,Bengaluru,Gujarat,22/01/2024,Mouse,Accessories,-2,599,UPI,Delivered,4,
182,Katherine Ochoa,F,,Ahmedabad,Delhi,06-20-2023,Headphones,Accessories,-2,1499,Cash,Cancelled,4,False
183,Mr. Joseph Marsh,F,41,Bengaluru,Karnataka,2023-11-12,Monitor,Electronics,-2,-500,,Cancelled,8,True
184,Dr. Kristie Berger,Male,-5,Bengaluru,Maharashtra,08/07/2023,Tablet,Electronics,1,-500,Cash,Pending,3,
185,Stephanie Lin,F,150,Ahmedabad,Delhi,09-03-2023,,Accessories,2,599,Crypto,Delivered,4,True
186,Eric Simmons,M,30,,Gujarat,2023-08-14,Tablet,Electronics,2,-500,Crypto,,3,
187,,F,41,Ahmedabad,Karnataka,12/03/2023,Keyboard,Accessories,0,29999,Card,,-1,False
188,David Williams,Unknown,150,Ahmedabad,Delhi,10-07-2023,Tablet,Electronics,2,29999,Crypto,Cancelled,4,False
189,Kristie Williams,Female,-5,Mumbai,,2024-01-30,Monitor,Electronics,0,29999,Crypto,Cancelled,5,True
190,James Phillips,M,41,Delhi,Maharashtra,21/10/2023,Printer,Electronics,1,29999,,Delivered,,False
191,Gary Mitchell,Unknown,-5,Delhi,Delhi,04-18-2024,Headphones,Accessories,-2,29999,Crypto,Cancelled,4,True
192,Kimberly Lee,Female,22,Bengaluru,Delhi,2023-11-12,Keyboard,Accessories,2,599,UPI,,5,
193,Ryan Osborn,Female,22,Bengaluru,Delhi,30/08/2023,Phone,Electronics,0,-500,,Pending,5,False
194,Lori Villegas,Male,150,Delhi,Karnataka,05-27-2023,Laptop,Electronics,1,1499,,Pending,3,False
195,Matthew Nielsen,Female,,Mumbai,Rajasthan,2024-02-08,Headphones,Accessories,1,29999,Crypto,Delivered,5,False
196,Kayla Garcia,Female,150,Ahmedabad,Maharashtra,21/08/2023,Headphones,Accessories,2,599,Cash,Pending,8,
197,Robert Johnson,Male,41,Mumbai,Karnataka,05-12-2023,Mouse,Accessories,2,1499,Crypto,,8,
198,Paul Lawson,M,22,Delhi,Delhi,2023-06-17,Phone,Electronics,0,29999,Card,Delivered,5,False
199,Nicholas Parker,Unknown,41,Mumbai,Karnataka,01/05/2023,Headphones,Accessories,-2,599,Cash,Cancelled,4,True
200,Stephen White,M,41,Delhi,Gujarat,12-08-2023,Phone,Electronics,-2,29999,,Delivered,5,False
201,Chad Herrera,Female,30,Ahmedabad,Delhi,2023-11-11,Keyboard,Accessories,0,29999,,,-1,
202,Robert Walsh,Female,150,Jaipur,Karnataka,27/02/2024,Keyboard,Accessories,0,29999,UPI,Delivered,3,
203,,F,150,Delhi,Delhi,04-07-2024,Keyboard,Accessories,3,-500,UPI,Pending,-1,False
204,,Male,-5,Delhi,Karnataka,2023-02-16,Headphones,Accessories,0,-500,Crypto,Delivered,-1,False
205,Timothy Garcia,Male,-5,Mumbai,Rajasthan,11/12/2023,Monitor,,2,599,UPI,,5,
206,Jeffrey Fleming,Male,-5,Jaipur,Maharashtra,02-02-2023,Laptop,Electronics,0,1499,Card,,5,False
207,Michele Allen,M,22,Bengaluru,Delhi,2023-08-18,Printer,Electronics,3,599,Card,,-1,True
208,Charles Pruitt,Male,,Jaipur,Maharashtra,08/01/2024,Keyboard,Accessories,0,-500,Crypto,,4,True
209,Anthony Chavez,Female,41,Delhi,Rajasthan,08-24-2023,Tablet,Electronics,1,-500,Crypto,Delivered,,True
210,Jerome Cruz DDS,Male,150,Jaipur,Gujarat,2023-04-16,Phone,Electronics,-2,599,Card,Delivered,8,False
211,Ryan Simpson,Male,30,Bengaluru,Maharashtra,30/04/2023,Keyboard,Accessories,2,29999,Crypto,Cancelled,4,False
212,Megan Arnold,F,30,Ahmedabad,Maharashtra,03-24-2024,Mouse,Accessories,3,599,Crypto,Pending,8,
213,Vanessa Baker,Unknown,-5,Bengaluru,Maharashtra,2023-09-11,Laptop,Electronics,0,-500,Card,Cancelled,8,True
214,Aaron Alexander,Female,30,Mumbai,Delhi,22/01/2024,Headphones,Accessories,0,599,Crypto,,8,
215,Margaret Williams,M,30,Mumbai,Delhi,09-29-2023,Mouse,Accessories,3,599,,Cancelled,3,
216,April Rivera,Male,41,Ahmedabad,,2024-01-06,Keyboard,Accessories,-2,599,UPI,Pending,-1,
217,Valerie Vega,M,30,,Maharashtra,10/12/2023,Keyboard,Accessories,3,599,Card,Pending,3,
218,Arthur Pham,Female,150,Delhi,Gujarat,01-22-2024,Headphones,Accessories,2,29999,Cash,,8,
219,Randy Owens,Unknown,41,Mumbai,Karnataka,2023-11-29,Tablet,Electronics,0,-500,UPI,,5,True
220,Danielle Rodriguez,M,22,Bengaluru,Delhi,09/07/2023,Tablet,Electronics,2,599,Cash,,5,True
221,,Female,,Ahmedabad,Karnataka,04-11-2023,Tablet,Electronics,2,-500,Crypto,Cancelled,5,False
222,Carlos Soto,M,30,Mumbai,Delhi,2024-05-09,,Accessories,2,-500,Card,Delivered,-1,True
223,Daniel Hall,Male,22,Ahmedabad,Delhi,05/03/2024,Phone,Electronics,2,599,,Pending,3,True
224,Calvin Johnson,Unknown,22,Bengaluru,Karnataka,09-16-2023,Headphones,Accessories,0,-500,UPI,Delivered,-1,
225,Rachel Mathews,Male,150,Mumbai,Karnataka,2023-07-30,Laptop,Electronics,3,599,Crypto,,4,True
226,Charles Meyer,F,30,Delhi,Delhi,15/04/2024,Phone,Electronics,-2,29999,Cash,Cancelled,8,True
227,Lee Padilla,M,150,Delhi,Delhi,07-11-2023,Printer,Electronics,3,599,,Delivered,3,False
228,Alejandra Ellis,F,-5,Jaipur,Rajasthan,2023-07-14,Printer,Electronics,2,599,,,,
229,Christopher Prince,F,22,Bengaluru,Rajasthan,06/02/2024,Tablet,Electronics,2,1499,,,5,True
230,Carl Bailey,Unknown,150,Bengaluru,Rajasthan,04-18-2024,Phone,Electronics,2,29999,UPI,Pending,-1,True
231,Cathy Green,Male,41,Delhi,Karnataka,2024-01-21,Printer,Electronics,2,-500,,Cancelled,8,
232,,F,41,Jaipur,Rajasthan,13/03/2023,Phone,Electronics,0,1499,UPI,Cancelled,-1,
233,Angela Alexander,Unknown,22,Mumbai,Gujarat,05-03-2024,Printer,Electronics,0,1499,Cash,,8,True
234,Anthony Reed,Male,,Bengaluru,Maharashtra,2023-12-15,Printer,Electronics,2,599,UPI,Cancelled,4,False
